Sample,X,Y,Z
809,-0.027,0.051,0.988
810,-0.035,0.059,1.016
811,-0.035,0.059,1.020
812,-0.031,0.062,1.004
813,-0.020,0.051,0.988
814,-0.031,0.059,1.000
815,-0.023,0.059,1.016
816,-0.043,0.059,1.004
817,-0.027,0.062,0.984
818,-0.047,0.070,1.012
819,-0.035,0.066,1.027
820,-0.039,0.043,0.988
821,-0.031,0.062,0.996
822,-0.035,0.066,1.000
823,-0.020,0.062,1.012
824,-0.023,0.059,1.004
825,-0.047,0.059,1.004
826,-0.027,0.055,0.996
827,-0.035,0.059,1.004
828,-0.027,0.055,1.008
829,-0.035,0.051,0.988
830,-0.031,0.062,1.008
831,-0.043,0.059,0.984
832,-0.039,0.070,1.023
833,-0.039,0.055,0.988
834,-0.043,0.051,1.004
835,-0.031,0.055,1.000
836,-0.039,0.062,1.012
837,-0.035,0.070,0.996
838,-0.027,0.062,1.000
839,-0.023,0.051,1.000
840,-0.008,0.062,0.988
841,-0.047,0.062,1.008
842,-0.023,0.059,1.004
843,-0.027,0.059,0.980
844,-0.023,0.047,1.000
845,-0.039,0.059,1.004
846,-0.043,0.066,1.016
847,-0.039,0.062,0.984
848,-0.035,0.062,0.984
849,-0.035,0.059,1.020
850,-0.031,0.066,1.023
851,-0.031,0.059,0.988
852,-0.035,0.059,0.992
853,-0.027,0.055,1.000
854,-0.031,0.055,1.020
855,-0.031,0.051,1.004
856,-0.035,0.051,0.992
857,-0.035,0.055,0.992
858,-0.027,0.062,1.004
859,-0.039,0.059,1.012
860,-0.016,0.070,0.945
861,-0.043,0.059,0.988
862,-0.039,0.059,1.000
863,-0.031,0.055,0.992
864,-0.043,0.055,1.008
865,-0.031,0.055,0.973
866,-0.039,0.066,1.020
867,-0.031,0.051,1.004
868,-0.023,0.059,1.008
869,-0.027,0.047,0.992
870,-0.031,0.059,1.008
871,-0.027,0.059,1.004
872,-0.035,0.062,1.000
873,-0.027,0.062,0.996
874,-0.027,0.059,1.000
875,-0.043,0.055,0.988
876,-0.047,0.066,1.000
877,-0.039,0.066,1.012
878,-0.039,0.059,0.984
879,-0.027,0.051,1.004
880,-0.051,0.074,1.012
881,-0.043,0.055,1.000
882,-0.035,0.062,0.988
883,-0.035,0.059,1.004
884,-0.027,0.055,1.000
885,-0.035,0.051,0.996
886,-0.023,0.051,1.004
887,-0.047,0.062,1.012
888,-0.035,0.062,1.000
889,-0.031,0.047,0.996
890,-0.043,0.059,0.992
891,-0.043,0.055,1.000
892,-0.039,0.059,1.000
893,-0.035,0.062,0.992
894,-0.027,0.059,1.012
895,-0.023,0.059,1.000
896,-0.023,0.059,1.004
897,-0.035,0.051,1.000
898,-0.027,0.055,1.004
899,-0.035,0.066,1.008
900,-0.043,0.035,1.004
901,-0.027,0.039,0.973
902,-0.031,0.055,1.000
903,-0.051,0.070,1.008
904,-0.039,0.059,1.008
905,-0.035,0.051,0.969
906,-0.035,0.059,1.004
907,-0.035,0.062,1.012
908,-0.039,0.070,1.016
909,-0.035,0.055,0.988
910,-0.031,0.062,0.996
911,-0.039,0.055,1.008
912,-0.035,0.059,1.008
913,-0.027,0.055,0.996
914,-0.027,0.062,0.992
915,-0.020,0.051,1.008
916,-0.031,0.051,0.996
917,-0.039,0.059,1.000
918,-0.047,0.062,0.988
919,-0.035,0.055,1.004
920,-0.066,0.047,1.008
921,-0.035,0.055,0.996
922,-0.031,0.051,0.992
923,-0.035,0.059,0.992
924,-0.039,0.059,1.012
925,-0.027,0.062,1.012
926,-0.027,0.047,1.000
927,-0.023,0.055,1.000
928,-0.023,0.051,1.008
