Sample,X,Y,Z
764,-0.023,-0.289,0.906
765,0.012,-0.285,0.895
766,-0.012,-0.270,0.906
767,-0.008,-0.273,0.902
768,-0.023,-0.285,0.895
769,-0.023,-0.285,0.895
770,-0.016,-0.289,0.895
771,-0.016,-0.277,0.906
772,-0.012,-0.277,0.902
773,-0.023,-0.281,0.895
774,-0.023,-0.301,0.891
775,-0.023,-0.281,0.902
776,0.012,-0.270,0.898
777,-0.020,-0.266,0.910
778,-0.035,-0.293,0.895
779,-0.031,-0.301,0.879
780,-0.012,-0.281,0.902
781,0.035,-0.266,0.898
782,-0.035,-0.270,0.914
783,-0.043,-0.297,0.895
784,-0.039,-0.297,0.875
785,0.000,-0.281,0.887
786,0.004,-0.258,0.910
787,-0.027,-0.277,0.918
788,-0.035,-0.289,0.891
789,-0.062,-0.301,0.883
790,0.012,-0.293,0.883
791,0.008,-0.254,0.910
792,-0.016,-0.270,0.926
793,-0.027,-0.289,0.898
794,-0.043,-0.312,0.879
795,-0.004,-0.270,0.887
796,-0.008,-0.273,0.906
797,-0.008,-0.273,0.914
798,-0.020,-0.281,0.922
799,-0.020,-0.293,0.895
800,-0.012,-0.277,0.883
801,-0.031,-0.285,0.891
802,-0.027,-0.277,0.910
803,-0.012,-0.289,0.902
804,-0.016,-0.281,0.898
805,0.023,-0.270,0.887
806,-0.043,-0.289,0.902
807,-0.023,-0.289,0.891
808,-0.023,-0.289,0.902
809,0.000,-0.285,0.898
810,-0.016,-0.270,0.898
811,-0.016,-0.270,0.902
812,-0.023,-0.285,0.906
813,-0.020,-0.297,0.898
814,-0.016,-0.293,0.898
815,-0.008,-0.273,0.891
816,-0.008,-0.270,0.902
817,-0.008,-0.289,0.895
818,-0.027,-0.293,0.898
819,-0.012,-0.289,0.906
820,-0.012,-0.270,0.902
821,-0.023,-0.281,0.895
822,-0.023,-0.297,0.891
823,-0.035,-0.289,0.910
824,0.004,-0.273,0.914
825,-0.043,-0.281,0.918
826,-0.008,-0.285,0.902
827,-0.043,-0.297,0.891
828,-0.012,-0.285,0.898
829,-0.004,-0.266,0.906
830,-0.004,-0.266,0.906
831,-0.039,-0.297,0.898
832,-0.027,-0.301,0.887
833,-0.016,-0.285,0.898
834,-0.016,-0.266,0.906
835,-0.004,-0.285,0.902
836,-0.027,-0.285,0.902
837,-0.012,-0.289,0.883
838,-0.012,-0.281,0.895
839,-0.004,-0.277,0.902
840,-0.031,-0.281,0.914
841,-0.016,-0.297,0.895
842,0.000,-0.289,0.887
843,-0.031,-0.270,0.902
844,-0.004,-0.277,0.898
845,-0.055,-0.289,0.902
846,-0.047,-0.285,0.910
847,-0.012,-0.289,0.898
848,-0.012,-0.281,0.910
849,-0.012,-0.266,0.902
850,-0.027,-0.277,0.902
851,-0.020,-0.297,0.895
852,-0.020,-0.293,0.887
853,-0.012,-0.273,0.887
854,-0.031,-0.270,0.918
855,-0.016,-0.285,0.891
856,-0.027,-0.305,0.891
857,-0.012,-0.281,0.895
858,-0.004,-0.262,0.906
859,-0.031,-0.273,0.906
860,-0.031,-0.293,0.891
861,-0.023,-0.289,0.895
862,-0.016,-0.270,0.902
863,-0.023,-0.277,0.902
864,0.000,-0.281,0.898
865,-0.098,-0.297,0.914
866,0.000,-0.301,0.879
867,-0.027,-0.270,0.887
868,-0.031,-0.270,0.914
869,-0.027,-0.285,0.898
870,-0.004,-0.281,0.898
871,0.000,-0.277,0.902
872,-0.020,-0.285,0.898
873,-0.016,-0.285,0.898
874,-0.027,-0.281,0.902
875,-0.012,-0.281,0.898
876,-0.004,-0.285,0.902
877,-0.027,-0.285,0.906
878,-0.004,-0.285,0.898
879,-0.023,-0.285,0.898
