Sample,X,Y,Z
907,0.023,-0.066,0.930
908,0.020,-0.086,0.938
909,0.031,-0.059,0.930
910,0.016,-0.082,0.938
911,0.027,-0.078,0.930
912,0.031,-0.066,0.934
913,0.020,-0.074,0.934
914,0.016,-0.074,0.934
915,0.020,-0.078,0.930
916,0.027,-0.078,0.926
917,0.023,-0.066,0.941
918,0.027,-0.082,0.934
919,0.027,-0.074,0.926
920,0.023,-0.102,0.926
921,0.039,-0.078,0.922
922,0.023,-0.070,0.938
923,0.016,-0.078,0.941
924,0.023,-0.082,0.930
925,0.020,-0.070,0.934
926,0.020,-0.086,0.922
